id,year,name,url
2012-uscita,2012,Uscita Di Co.Ca. - Cesclans (UD) - 9-10 Marzo 2013,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EniLv7lLCcNJkJGjFoiDL80B9813vWlHW2v1PeFS0COEfA
2013-chiusura,2013,Chiusura Di Gruppo Anno Scout,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EpQpsA-hPFtOq3LC9jowS2oBUxVbEnhozMh7khHTysLxEg
2013-commedia,2013,Commedia Scout La Casa Col Muro Di Vetro - Via Posta - 27 Settembre 2013,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EggRCTrCIgVCvzD1xkDpOGEBlcs4NSsR0uemw9ZBnRyX1A
2013-impresa,2013,Impresa Reparti - Sq Factor,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EhYkpye6YnNEqCoyhcW_lLkB2fwcLgxJB4FGpvLqQ_yLtA
2013-messa,2013,Messa Di Gruppo Per I 30 Anni - 16 Ottobre 2013,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Esh5aAhlSmJFszVqdPc0x3UBuydJbzkj99xEa-Zad7jnpQ
2013-raccolta,2013,Raccolta Anno 2013-14,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Eg4sfU5c-j9BtF_xdijBz5UBVx5E5bsp2n_niMQN8PGLqw
2013-uscita,2013,Uscita Cda Coccinelle - Rimini - 14_15 Giugno 2014,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EmmBpPuy8khGufch95U4zMABm33tN3jcduknrm0caL1Xqg
2014-campo-estivo,2014,Campo Estivo EG 2015 - Ramiseto (RE) - Star Wars,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EoCEIAUXzQtCtYl_mnEeF80BL0eOv6Q5GJYK_6RsUgd1uQ
2014-promesse-eg,2014,Promesse EG 8 Marzo 2015,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EqHcWGtCtL1HlwBBM3EJlEUBzofbY-G2axLMl-QKd4VT0g
2014-promesse-lc,2014,Promesse LC 7 E 21 Marzo 2015,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Err1srNUbnJHsh6MFYoQ2UoBqQJIcN5Rhma0sCOPE8esYw
2014-route-invernale,2014,Route Invernale Noviziato - Ossana - 19_21 Dicembre 2014,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EtXXeRcrp7ZBqJK3pO08gJUBD3D4Mr6AzxMyrYgRvC_lRg
2014-uscita,2014,Uscita Di Noviziato - Cividale (MO) - 22_23 Novembre 2014,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Eu3I-VH9iqJHr6lZmoVogRoBDfhUz6HlY5d5aixgwNQzow
2015-attivita,2015,Attività Di Branco Cerchio Per Il Centenario Del Lupettismo,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EuWxPrsTxQRDmHnVOVcplWIBaA7aGo3exiBvB3IXc7nKfA
2015-inaugurazione,2015,Inaugurazione Tana - 4 Ottobre 2015,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EkSFDRo23t5OrLVJWj3bJBYBcWHDXZVELPnPgKSKflWkCg
2015-lancio,2015,Lancio Vacanze Di Branco_Cerchio - 21 Maggio 2016,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EumYbRM8tCxJpssCsgxvfcMB7tbg2xAJQ9NW1Vfc3OX-xg
2015-promesse,2015,Promesse Lupetti E Coccinelle - 16 e 30 Gennaio 2016,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Eh5p8e2cMpxIgp5QERtMHE0B7P_hsk8qZ2csZ3YbIZoPjQ
2016-inaugurazione,2016,Inaugurazione Anno Scout,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Eh6aSFITIElDk8D1Xy1RUHQBunydXfim1tsBKIzyLYSP7Q
2016-promesse-eg,2016,Promesse EG - 11 E 18 Febbraio 2017 - Via Posta,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EveKcDaHSqpApN06Cjfcj6MBAXQ5Rh-7LsbQkuzXN4_nag
2016-promesse-lupetti,2016,Promesse Lupetti - 21 Gennaio 2017 - Via Posta,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Ei6Kg5BfH2NIiH9FyDh7CHABm2ODAmlpHUze-4ZO4VXF0g
2017-route-invernale-clan,2017,Route Invernale Clan - 27-29_12_2017 - Noce Di Mercatale (BO),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EsVzE76Ivb1Gnl5_XOYOeAsBQi23lef1xrPRhMUg6qH00A
2017-partenza,2017,Partenza Giacomo David - 18_11_2017 - Ponticella (BO),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Eo2ZrPLAqT5PsltykolVtQsB4BS8Bp0FP-8UhC0YfWgnTw
2017-route-pasqua,2017,Route Di Pasqua Clan E Noviziato 29-31_03_2018 - Guiglia-Roccamalatina (MO),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EnLy5VMWmV1IvkrnyoARgCgBc_aqlYEr2WYI1OKKGcu2OA
2017-route-estiva,2017,Route Estiva Clan E Noviziato 03-12_08_2018 - Cammino Di Santiago,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EkFO6IwYQQhCrDwLgkLj4roBoxH9_Dwy7TW-VT9o0rBH4A
2017-route-invernale-noviziato,2017,Route Invernale Noviziato 03-05_01_2018 - Cles (TN),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EgCD-ezQQ_5BlsC7KWYKkWsBJ9eGP0e-svMRXxbQey8_xQ
2017-vvdbc,2017,Vacanze Di Branco Cerchio - 28_7 - 04_08_18 - Abetone (PT) - Percy Jackson,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Enkw-BzM5zJAlXMQBy0lZzwBVo_-AaNjRAqpq9q865Pgug
2018-route-pasqua,2018,Route Di Pasqua Clan E Noviziato 18-19-20 Aprile 2019 -Fidenza-Soragna-Fontanellato (Pr),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/El_tqg04hYpEsq0RuNtRgb0BUV-7QnbtMuMVkCXB49PA2A
2018-route-estiva,2018,Route Estiva Clan 08-14 Agosto 2019 - Val Di Fassa (TN),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Em-BJBzmP9BJo-8CM4kgCM0B5gYT_QQdN6gQ8p3FquA1UQ
2018-route-invernale,2018,Route Invernale Clan 14-15-16 Dicembre 2018 - Torriana (RN),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Enm7zj3H2zNPgZd3lZz5yxsBIaQXpuu-IkYCwtVlQarZ5A
2018-uscita-clan,2018,Uscita Di Clan 16-17 Febbraio 2019 - Stoppiaro (MN),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/En3yB2crjhdOnee4RE0XkCcBEqkAIQt4vL3ArVa0IlOf7Q
2018-uscita-clan-2,2018,Uscita Di Clan 16-17 Marzo 2019 - Castelmaggiore (BO),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EjOLqvWaCjNFldSaKvGIHZIBhKqbjBqiH-AodymhQU-QNQ
2018-uscita-coca,2018,Uscita Di Co.Ca. 14-16 Giugno 2019 - Base Scout Monte Colombo (RN),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Ess9blZquU9Nsi4Q5-Dak4kB176EAwhaQc6_l8Rj6vv2Yw
2018-uscita-coca-2,2018,Uscita Di Co.Ca. 23-24 Febbraio 2019 - Carpi (Quartirolo),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Epw6Emnn1rJLoA0HvbLedGYBfz1R_mf7BglyL-Uyu1Z1XQ
2019-campo-invernale,2019,Campo Invernale EG 2020 - Giarola (RE) - 10 Piccoli Indiani,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EqPB0DIwjZxBrUXCCtTQrUQBk-0OvIHVjdi2FyBfRqcfKQ
2020-promesse,2020,Promesse Coccinelle 30_01_21 - Via Posta,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/ErbBYKPdIEZJoxJS-nf7QFYByXXbM-iuL3BDudAMLZr4Ug
2020-scoutball,2020,Scoutball Di Clan 06_06_21 - Via Posta,https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/Ei_haRXurb9FoLdZgDQhwSwBwyvbtjpiys7NbsdS69TDdQ
2020-uscita,2020,Uscita Di Co.Ca. 12-13_06_21 - Panzano (MO),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EjbmxH1py1pJvayU4FZNEjwB7U4sLMKJ1Ce8SdgStOoE9A
2023-vvdbc,2023,Vacanze Di Branco e Cerchio 2024 - Balze di Verghereto (FC),https://agesci-my.sharepoint.com/:f:/g/personal/mirandola2_emiro_agesci_it/EpXkiPLmToRMmv6gNHeoduIBd6Lkdd64zlv-38eA_uuNvg
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
